iter	Accuracy	Logloss
885	0.8776539278	0.3020439269
886	0.8776539278	0.3019231529
887	0.8776539278	0.3018572387
888	0.8776539278	0.3017636661
889	0.8776539278	0.3016263533
890	0.8776539278	0.3015602415
891	0.8776539278	0.3014712594
892	0.8779193206	0.3013898507
893	0.8779193206	0.3012966656
894	0.8779193206	0.3012385836
895	0.8779193206	0.3011560661
896	0.8779193206	0.3010834111
897	0.8779193206	0.3009947069
898	0.8779193206	0.3009276155
899	0.8781847134	0.30081143
900	0.8779193206	0.300750514
901	0.8781847134	0.3006555634
902	0.8781847134	0.3005932848
903	0.8781847134	0.3005010824
904	0.8781847134	0.3003948888
905	0.8784501062	0.3002837703
906	0.8784501062	0.3002070198
907	0.8784501062	0.3001297025
908	0.8784501062	0.3000087524
909	0.8784501062	0.299899849
910	0.8787154989	0.2997695008
911	0.8789808917	0.2996529438
912	0.8789808917	0.2995872498
913	0.8792462845	0.2994863462
914	0.8795116773	0.2994006653
915	0.8792462845	0.2993004058
916	0.8792462845	0.2991755108
917	0.8792462845	0.2991042537
918	0.8792462845	0.298964231
919	0.8797770701	0.2988365578
920	0.8800424628	0.2987808409
921	0.8797770701	0.2987009926
922	0.8797770701	0.2985676923
923	0.8797770701	0.2985124914
924	0.8797770701	0.2984352027
925	0.8797770701	0.2983514173
926	0.8797770701	0.2982627857
927	0.8800424628	0.2981786737
928	0.8800424628	0.2981450778
929	0.8800424628	0.298073003
930	0.8800424628	0.2979618378
931	0.8797770701	0.2978582842
932	0.8800424628	0.2977482544
933	0.8800424628	0.2976825238
934	0.8800424628	0.297612518
935	0.8800424628	0.2975310695
936	0.8803078556	0.2974321661
937	0.8803078556	0.2973526923
938	0.8803078556	0.2972868649
939	0.8803078556	0.2971634222
940	0.8803078556	0.2970742619
941	0.8803078556	0.2970154808
942	0.8803078556	0.2969455813
943	0.8803078556	0.296873716
944	0.8805732484	0.2967326792
945	0.8805732484	0.296613982
946	0.8805732484	0.2965635929
947	0.8805732484	0.2964621665
948	0.8805732484	0.2964250347
949	0.8808386412	0.2962986212
950	0.8808386412	0.296198476
951	0.8808386412	0.2961101463
952	0.881104034	0.2960172311
953	0.881104034	0.2959551104
954	0.881104034	0.2958809208
955	0.8813694268	0.2958334313
956	0.8813694268	0.2957382192
957	0.8813694268	0.2956549291
958	0.8813694268	0.2955322966
959	0.8816348195	0.2953663821
960	0.8816348195	0.2953014456
961	0.8816348195	0.2952373123
962	0.8816348195	0.295095456
963	0.8816348195	0.2950231666
964	0.8816348195	0.2949387153
965	0.8816348195	0.2948868727
966	0.8816348195	0.2947775927
967	0.8816348195	0.294633495
968	0.8816348195	0.2945466803
969	0.8816348195	0.2944936563
970	0.8816348195	0.2943986662
971	0.8816348195	0.2943175131
972	0.8816348195	0.294211677
973	0.8819002123	0.2940696916
974	0.8819002123	0.2939983951
975	0.8819002123	0.293894053
976	0.8819002123	0.2937611814
977	0.8819002123	0.2936203951
978	0.8819002123	0.2935499954
979	0.8819002123	0.2934787137
980	0.8819002123	0.2933798912
981	0.8819002123	0.2933189623
982	0.8819002123	0.2932057571
983	0.8819002123	0.2931305349
984	0.8819002123	0.2930445556
985	0.8819002123	0.2929226528
986	0.8819002123	0.2928595022
987	0.8819002123	0.2927931757
988	0.8819002123	0.2927284626
989	0.8819002123	0.2926368718
990	0.8821656051	0.2925565359
991	0.8821656051	0.2924909766
992	0.8821656051	0.2924437826
993	0.8821656051	0.292345573
994	0.8821656051	0.292269791
995	0.8824309979	0.292179596
996	0.8832271762	0.2920836336
997	0.8832271762	0.2919613624
998	0.8832271762	0.291873988
999	0.8829617834	0.2917766488
